id,department_id,name,status
stu_0736,dep_hum,Student 736,active
stu_0737,dep_bio,Student 737,active
stu_0738,dep_cs,Student 738,active
stu_0739,dep_bus,Student 739,active
stu_0740,dep_cs,Student 740,active
stu_0741,dep_bio,Student 741,active
stu_0742,dep_cs,Student 742,active
stu_0743,dep_eng,Student 743,active
stu_0744,dep_eng,Student 744,active
stu_0745,dep_bus,Student 745,active
stu_0746,dep_bio,Student 746,active
stu_0747,dep_bus,Student 747,active
stu_0748,dep_bio,Student 748,active
stu_0749,dep_bio,Student 749,active
stu_0750,dep_bus,Student 750,active
stu_0751,dep_cs,Student 751,active
stu_0752,dep_bio,Student 752,active
stu_0753,dep_bus,Student 753,active
stu_0754,dep_bus,Student 754,active
stu_0755,dep_bus,Student 755,active
stu_0756,dep_bio,Student 756,active
stu_0757,dep_eng,Student 757,active
stu_0758,dep_hum,Student 758,active
stu_0759,dep_eng,Student 759,active
stu_0760,dep_hum,Student 760,active
stu_0761,dep_hum,Student 761,active
stu_0762,dep_bio,Student 762,active
stu_0763,dep_cs,Student 763,active
stu_0764,dep_bio,Student 764,active
stu_0765,dep_hum,Student 765,active
stu_0766,dep_eng,Student 766,active
stu_0767,dep_cs,Student 767,active
stu_0768,dep_hum,Student 768,active
stu_0769,dep_cs,Student 769,active
stu_0770,dep_cs,Student 770,active
stu_0771,dep_bio,Student 771,active
stu_0772,dep_bio,Student 772,active
stu_0773,dep_bus,Student 773,active
stu_0774,dep_bus,Student 774,active
stu_0775,dep_bus,Student 775,active
stu_0776,dep_bus,Student 776,active
stu_0777,dep_bus,Student 777,active
stu_0778,dep_bio,Student 778,active
stu_0779,dep_bio,Student 779,active
stu_0780,dep_hum,Student 780,active
stu_0781,dep_bio,Student 781,active
stu_0782,dep_bus,Student 782,active
stu_0783,dep_hum,Student 783,active
stu_0784,dep_bio,Student 784,active
stu_0785,dep_cs,Student 785,active
stu_0786,dep_bio,Student 786,active
stu_0787,dep_cs,Student 787,active
stu_0788,dep_eng,Student 788,active
stu_0789,dep_eng,Student 789,active
stu_0790,dep_cs,Student 790,active
stu_0791,dep_eng,Student 791,active
stu_0792,dep_eng,Student 792,active
stu_0793,dep_bio,Student 793,active
stu_0794,dep_bio,Student 794,active
stu_0795,dep_eng,Student 795,active
stu_0796,dep_hum,Student 796,active
stu_0797,dep_eng,Student 797,active
stu_0798,dep_bus,Student 798,active
stu_0799,dep_cs,Student 799,active
stu_0800,dep_cs,Student 800,active
stu_0801,dep_cs,Student 801,active
stu_0802,dep_eng,Student 802,active
stu_0803,dep_hum,Student 803,active
stu_0804,dep_eng,Student 804,active
stu_0805,dep_bio,Student 805,active
stu_0806,dep_cs,Student 806,active
stu_0807,dep_eng,Student 807,active
stu_0808,dep_hum,Student 808,active
stu_0809,dep_bus,Student 809,active
stu_0810,dep_bus,Student 810,active
stu_0811,dep_bio,Student 811,active
stu_0812,dep_cs,Student 812,active
stu_0813,dep_bio,Student 813,active
stu_0814,dep_cs,Student 814,active
stu_0815,dep_bio,Student 815,active
stu_0816,dep_hum,Student 816,active
stu_0817,dep_bus,Student 817,active
stu_0818,dep_hum,Student 818,active
stu_0819,dep_hum,Student 819,active
stu_0820,dep_eng,Student 820,active
stu_0821,dep_eng,Student 821,active
stu_0822,dep_bus,Student 822,active
stu_0823,dep_bio,Student 823,active
stu_0824,dep_bio,Student 824,active
stu_0825,dep_bio,Student 825,active
stu_0826,dep_hum,Student 826,active
stu_0827,dep_hum,Student 827,active
stu_0828,dep_hum,Student 828,active
stu_0829,dep_eng,Student 829,active
stu_0830,dep_bus,Student 830,active
stu_0831,dep_cs,Student 831,active
stu_0832,dep_hum,Student 832,active
stu_0833,dep_eng,Student 833,active
stu_0834,dep_hum,Student 834,active
stu_0835,dep_hum,Student 835,active
stu_0836,dep_cs,Student 836,active
stu_0837,dep_bus,Student 837,active
stu_0838,dep_bio,Student 838,active
stu_0839,dep_hum,Student 839,active
stu_0840,dep_bio,Student 840,active
stu_0841,dep_hum,Student 841,active
stu_0842,dep_cs,Student 842,active
stu_0843,dep_eng,Student 843,active
stu_0844,dep_eng,Student 844,active
stu_0845,dep_cs,Student 845,active
stu_0846,dep_eng,Student 846,active
stu_0847,dep_cs,Student 847,active
stu_0848,dep_bus,Student 848,active
stu_0849,dep_eng,Student 849,active
stu_0850,dep_cs,Student 850,active
stu_0851,dep_eng,Student 851,active
stu_0852,dep_cs,Student 852,active
stu_0853,dep_bio,Student 853,active
stu_0854,dep_bus,Student 854,active
stu_0855,dep_cs,Student 855,active
stu_0856,dep_cs,Student 856,active
stu_0857,dep_eng,Student 857,active
stu_0858,dep_cs,Student 858,active
stu_0859,dep_cs,Student 859,active
stu_0860,dep_eng,Student 860,active
stu_0861,dep_eng,Student 861,active
stu_0862,dep_cs,Student 862,active
stu_0863,dep_eng,Student 863,active
stu_0864,dep_eng,Student 864,active
stu_0865,dep_cs,Student 865,active
stu_0866,dep_bio,Student 866,active
stu_0867,dep_bio,Student 867,active
stu_0868,dep_cs,Student 868,active
stu_0869,dep_eng,Student 869,active
stu_0870,dep_cs,Student 870,active
stu_0871,dep_bio,Student 871,active
stu_0872,dep_hum,Student 872,active
stu_0873,dep_bio,Student 873,active
stu_0874,dep_cs,Student 874,active
stu_0875,dep_hum,Student 875,active
stu_0876,dep_cs,Student 876,active
stu_0877,dep_cs,Student 877,active
stu_0878,dep_hum,Student 878,active
stu_0879,dep_cs,Student 879,active
stu_0880,dep_hum,Student 880,active
stu_0881,dep_eng,Student 881,active
stu_0882,dep_bio,Student 882,active
stu_0883,dep_hum,Student 883,active
stu_0884,dep_hum,Student 884,active
stu_0885,dep_eng,Student 885,active
stu_0886,dep_hum,Student 886,active
stu_0887,dep_bus,Student 887,active
stu_0888,dep_hum,Student 888,active
stu_0889,dep_hum,Student 889,active
stu_0890,dep_cs,Student 890,active
stu_0891,dep_cs,Student 891,active
stu_0892,dep_bus,Student 892,active
stu_0893,dep_eng,Student 893,active
stu_0894,dep_bio,Student 894,active
stu_0895,dep_hum,Student 895,active
stu_0896,dep_eng,Student 896,active
stu_0897,dep_bus,Student 897,active
stu_0898,dep_eng,Student 898,active
stu_0899,dep_hum,Student 899,active
stu_0900,dep_bio,Student 900,active
stu_0901,dep_cs,Student 901,active
stu_0902,dep_eng,Student 902,active
stu_0903,dep_hum,Student 903,active
stu_0904,dep_bus,Student 904,active
stu_0905,dep_eng,Student 905,active
stu_0906,dep_bus,Student 906,active
stu_0907,dep_bio,Student 907,active
stu_0908,dep_bus,Student 908,active
stu_0909,dep_cs,Student 909,active
stu_0910,dep_eng,Student 910,active
stu_0911,dep_hum,Student 911,active
stu_0912,dep_bus,Student 912,active
stu_0913,dep_eng,Student 913,active
stu_0914,dep_hum,Student 914,active
stu_0915,dep_eng,Student 915,active
stu_0916,dep_bio,Student 916,active
stu_0917,dep_bio,Student 917,active
stu_0918,dep_bus,Student 918,active
stu_0919,dep_eng,Student 919,active
stu_0920,dep_eng,Student 920,active
stu_0921,dep_eng,Student 921,active
stu_0922,dep_eng,Student 922,active
stu_0923,dep_bus,Student 923,active
stu_0924,dep_cs,Student 924,active
stu_0925,dep_bus,Student 925,active
stu_0926,dep_hum,Student 926,active
stu_0927,dep_bio,Student 927,active
stu_0928,dep_bio,Student 928,active
stu_0929,dep_bus,Student 929,active
stu_0930,dep_bus,Student 930,active
stu_0931,dep_bus,Student 931,active
stu_0932,dep_eng,Student 932,active
stu_0933,dep_cs,Student 933,active
stu_0934,dep_cs,Student 934,active
stu_0935,dep_bus,Student 935,active
stu_0936,dep_bus,Student 936,active
stu_0937,dep_bio,Student 937,active
stu_0938,dep_eng,Student 938,active
stu_0939,dep_hum,Student 939,active
stu_0940,dep_bus,Student 940,active
stu_0941,dep_eng,Student 941,active
stu_0942,dep_bus,Student 942,active
stu_0943,dep_bio,Student 943,active
stu_0944,dep_cs,Student 944,active
stu_0945,dep_cs,Student 945,active
stu_0946,dep_bus,Student 946,active
stu_0947,dep_bus,Student 947,active
stu_0948,dep_bio,Student 948,active
stu_0949,dep_bio,Student 949,active
stu_0950,dep_cs,Student 950,active
stu_0951,dep_hum,Student 951,active
stu_0952,dep_eng,Student 952,active
stu_0953,dep_bus,Student 953,active
stu_0954,dep_bus,Student 954,active
stu_0955,dep_hum,Student 955,active
stu_0956,dep_hum,Student 956,active
stu_0957,dep_eng,Student 957,active
stu_0958,dep_eng,Student 958,active
stu_0959,dep_eng,Student 959,active
stu_0960,dep_cs,Student 960,active
stu_0961,dep_eng,Student 961,active
stu_0962,dep_bus,Student 962,active
stu_0963,dep_bio,Student 963,active
stu_0964,dep_cs,Student 964,active
stu_0965,dep_cs,Student 965,active
stu_0966,dep_hum,Student 966,active
stu_0967,dep_eng,Student 967,active
stu_0968,dep_bus,Student 968,active
stu_0969,dep_eng,Student 969,active
stu_0970,dep_eng,Student 970,active
stu_0971,dep_eng,Student 971,active
stu_0972,dep_cs,Student 972,active
stu_0973,dep_eng,Student 973,active
stu_0974,dep_hum,Student 974,active
stu_0975,dep_eng,Student 975,active
stu_0976,dep_hum,Student 976,active
stu_0977,dep_hum,Student 977,active
stu_0978,dep_bio,Student 978,active
stu_0979,dep_cs,Student 979,active
stu_0980,dep_hum,Student 980,active
stu_0981,dep_bio,Student 981,active
stu_0982,dep_eng,Student 982,active
stu_0983,dep_bio,Student 983,active
stu_0984,dep_eng,Student 984,active
stu_0985,dep_eng,Student 985,active
stu_0986,dep_hum,Student 986,active
stu_0987,dep_eng,Student 987,active
stu_0988,dep_hum,Student 988,active
stu_0989,dep_bio,Student 989,active
stu_0990,dep_bus,Student 990,active
stu_0991,dep_cs,Student 991,active
stu_0992,dep_eng,Student 992,active
stu_0993,dep_bus,Student 993,active
stu_0994,dep_bus,Student 994,active
stu_0995,dep_bio,Student 995,active
stu_0996,dep_bio,Student 996,active
stu_0997,dep_bus,Student 997,active
stu_0998,dep_bio,Student 998,active
stu_0999,dep_eng,Student 999,active
stu_1000,dep_hum,Student 1000,active
stu_1001,dep_hum,Student 1001,active
stu_1002,dep_bio,Student 1002,active
stu_1003,dep_bio,Student 1003,active
stu_1004,dep_eng,Student 1004,active
stu_1005,dep_cs,Student 1005,active
stu_1006,dep_eng,Student 1006,active
stu_1007,dep_eng,Student 1007,active
stu_1008,dep_bio,Student 1008,active
stu_1009,dep_hum,Student 1009,active
stu_1010,dep_bio,Student 1010,active
stu_1011,dep_eng,Student 1011,active
stu_1012,dep_hum,Student 1012,active
stu_1013,dep_eng,Student 1013,active
stu_1014,dep_bus,Student 1014,active
stu_1015,dep_hum,Student 1015,active
stu_1016,dep_hum,Student 1016,active
stu_1017,dep_cs,Student 1017,active
stu_1018,dep_bio,Student 1018,active
stu_1019,dep_bus,Student 1019,active
stu_1020,dep_hum,Student 1020,active
stu_1021,dep_hum,Student 1021,active
stu_1022,dep_hum,Student 1022,active
stu_1023,dep_hum,Student 1023,active
stu_1024,dep_eng,Student 1024,active
stu_1025,dep_bus,Student 1025,active
stu_1026,dep_bio,Student 1026,active
stu_1027,dep_eng,Student 1027,active
stu_1028,dep_bus,Student 1028,active
stu_1029,dep_hum,Student 1029,active
stu_1030,dep_eng,Student 1030,active
stu_1031,dep_bus,Student 1031,active
stu_1032,dep_eng,Student 1032,active
stu_1033,dep_bus,Student 1033,active
stu_1034,dep_bus,Student 1034,active
stu_1035,dep_bio,Student 1035,active
stu_1036,dep_bus,Student 1036,active
stu_1037,dep_cs,Student 1037,active
stu_1038,dep_cs,Student 1038,active
stu_1039,dep_bus,Student 1039,active
stu_1040,dep_bio,Student 1040,active
stu_1041,dep_eng,Student 1041,active
stu_1042,dep_cs,Student 1042,active
stu_1043,dep_cs,Student 1043,withdrawn
stu_1044,dep_bus,Student 1044,active
stu_1045,dep_cs,Student 1045,active
stu_1046,dep_eng,Student 1046,active
stu_1047,dep_bus,Student 1047,active
stu_1048,dep_cs,Student 1048,active
stu_1049,dep_eng,Student 1049,active
stu_1050,dep_cs,Student 1050,active
stu_1051,dep_cs,Student 1051,active
stu_1052,dep_eng,Student 1052,active
stu_1053,dep_bus,Student 1053,active
stu_1054,dep_bio,Student 1054,active
stu_1055,dep_hum,Student 1055,active
stu_1056,dep_cs,Student 1056,active
stu_1057,dep_eng,Student 1057,active
stu_1058,dep_eng,Student 1058,active
stu_1059,dep_bio,Student 1059,active
stu_1060,dep_cs,Student 1060,active
stu_1061,dep_hum,Student 1061,active
stu_1062,dep_bio,Student 1062,active
stu_1063,dep_bio,Student 1063,active
stu_1064,dep_eng,Student 1064,active
stu_1065,dep_cs,Student 1065,active
stu_1066,dep_bio,Student 1066,active
stu_1067,dep_eng,Student 1067,active
stu_1068,dep_hum,Student 1068,active
stu_1069,dep_eng,Student 1069,active
stu_1070,dep_eng,Student 1070,active
stu_1071,dep_bio,Student 1071,active
stu_1072,dep_cs,Student 1072,active
stu_1073,dep_hum,Student 1073,active
stu_1074,dep_hum,Student 1074,active
stu_1075,dep_eng,Student 1075,active
stu_1076,dep_bus,Student 1076,active
stu_1077,dep_bus,Student 1077,active
stu_1078,dep_cs,Student 1078,active
stu_1079,dep_eng,Student 1079,active
stu_1080,dep_hum,Student 1080,active
stu_1081,dep_cs,Student 1081,active
stu_1082,dep_cs,Student 1082,active
stu_1083,dep_bus,Student 1083,active
stu_1084,dep_bus,Student 1084,active
stu_1085,dep_bus,Student 1085,active
stu_1086,dep_bio,Student 1086,active
stu_1087,dep_hum,Student 1087,active
stu_1088,dep_cs,Student 1088,active
stu_1089,dep_hum,Student 1089,active
stu_1090,dep_eng,Student 1090,active
stu_1091,dep_bus,Student 1091,active
stu_1092,dep_eng,Student 1092,active
stu_1093,dep_bio,Student 1093,active
stu_1094,dep_bus,Student 1094,active
stu_1095,dep_cs,Student 1095,active
stu_1096,dep_eng,Student 1096,active
stu_1097,dep_bio,Student 1097,active
stu_1098,dep_hum,Student 1098,active
stu_1099,dep_bus,Student 1099,active
stu_1100,dep_cs,Student 1100,active
stu_1101,dep_hum,Student 1101,active
stu_1102,dep_cs,Student 1102,active
stu_1103,dep_bus,Student 1103,active
stu_1104,dep_hum,Student 1104,active
stu_1105,dep_cs,Student 1105,active
stu_1106,dep_bus,Student 1106,active
stu_1107,dep_bus,Student 1107,active
stu_1108,dep_hum,Student 1108,active
stu_1109,dep_bio,Student 1109,active
stu_1110,dep_bus,Student 1110,active
stu_1111,dep_cs,Student 1111,active
stu_1112,dep_hum,Student 1112,active
stu_1113,dep_eng,Student 1113,active
stu_1114,dep_hum,Student 1114,active
stu_1115,dep_cs,Student 1115,active
stu_1116,dep_bio,Student 1116,active
stu_1117,dep_eng,Student 1117,active
stu_1118,dep_cs,Student 1118,active
stu_1119,dep_eng,Student 1119,active
stu_1120,dep_bio,Student 1120,active
stu_1121,dep_cs,Student 1121,active
stu_1122,dep_bio,Student 1122,active
stu_1123,dep_bio,Student 1123,active
stu_1124,dep_eng,Student 1124,active
stu_1125,dep_cs,Student 1125,active
stu_1126,dep_eng,Student 1126,active
stu_1127,dep_bio,Student 1127,active
stu_1128,dep_hum,Student 1128,active
stu_1129,dep_hum,Student 1129,active
stu_1130,dep_cs,Student 1130,active
stu_1131,dep_eng,Student 1131,active
stu_1132,dep_cs,Student 1132,active
stu_1133,dep_eng,Student 1133,active
stu_1134,dep_eng,Student 1134,active
stu_1135,dep_bus,Student 1135,active
stu_1136,dep_bus,Student 1136,active
stu_1137,dep_bus,Student 1137,active
stu_1138,dep_hum,Student 1138,active
stu_1139,dep_hum,Student 1139,active
stu_1140,dep_bus,Student 1140,active
stu_1141,dep_bio,Student 1141,active
stu_1142,dep_bus,Student 1142,active
stu_1143,dep_bio,Student 1143,withdrawn
stu_1144,dep_bus,Student 1144,active
stu_1145,dep_hum,Student 1145,active
stu_1146,dep_bus,Student 1146,active
stu_1147,dep_bus,Student 1147,active
stu_1148,dep_hum,Student 1148,active
stu_1149,dep_bus,Student 1149,active
stu_1150,dep_bus,Student 1150,active
stu_1151,dep_bio,Student 1151,active
stu_1152,dep_bio,Student 1152,active
stu_1153,dep_cs,Student 1153,active
stu_1154,dep_bio,Student 1154,active
stu_1155,dep_hum,Student 1155,active
stu_1156,dep_bus,Student 1156,active
stu_1157,dep_hum,Student 1157,active
stu_1158,dep_hum,Student 1158,active
stu_1159,dep_bio,Student 1159,active
stu_1160,dep_hum,Student 1160,active
stu_1161,dep_cs,Student 1161,active
stu_1162,dep_cs,Student 1162,active
stu_1163,dep_hum,Student 1163,active
stu_1164,dep_eng,Student 1164,active
stu_1165,dep_eng,Student 1165,active
stu_1166,dep_eng,Student 1166,active
stu_1167,dep_bio,Student 1167,active
stu_1168,dep_bus,Student 1168,active
stu_1169,dep_cs,Student 1169,active
stu_1170,dep_cs,Student 1170,active
stu_1171,dep_bus,Student 1171,active
stu_1172,dep_bio,Student 1172,active
stu_1173,dep_bus,Student 1173,active
stu_1174,dep_bus,Student 1174,active
stu_1175,dep_eng,Student 1175,active
stu_1176,dep_eng,Student 1176,active
stu_1177,dep_bio,Student 1177,active
stu_1178,dep_eng,Student 1178,active
stu_1179,dep_eng,Student 1179,active
stu_1180,dep_cs,Student 1180,active
stu_1181,dep_bus,Student 1181,active
stu_1182,dep_bio,Student 1182,active
stu_1183,dep_hum,Student 1183,active
stu_1184,dep_bio,Student 1184,active
stu_1185,dep_bio,Student 1185,active
stu_1186,dep_bus,Student 1186,active
stu_1187,dep_cs,Student 1187,active
stu_1188,dep_hum,Student 1188,active
stu_1189,dep_hum,Student 1189,active
stu_1190,dep_cs,Student 1190,active
stu_1191,dep_bus,Student 1191,active
stu_1192,dep_bio,Student 1192,active
stu_1193,dep_bio,Student 1193,active
stu_1194,dep_bio,Student 1194,active
stu_1195,dep_hum,Student 1195,active
stu_1196,dep_cs,Student 1196,active
stu_1197,dep_hum,Student 1197,active
stu_1198,dep_eng,Student 1198,active
stu_1199,dep_bus,Student 1199,active
stu_1200,dep_cs,Student 1200,active
stu_1201,dep_hum,Student 1201,active
stu_1202,dep_bus,Student 1202,active
stu_1203,dep_bio,Student 1203,active
stu_1204,dep_cs,Student 1204,active
stu_1205,dep_cs,Student 1205,active
stu_1206,dep_bus,Student 1206,active
stu_1207,dep_bio,Student 1207,active
stu_1208,dep_eng,Student 1208,active
stu_1209,dep_cs,Student 1209,active
stu_1210,dep_eng,Student 1210,active
stu_1211,dep_bus,Student 1211,active
stu_1212,dep_bio,Student 1212,active
stu_1213,dep_bio,Student 1213,withdrawn
stu_1214,dep_bio,Student 1214,active
stu_1215,dep_eng,Student 1215,active
stu_1216,dep_bus,Student 1216,active
stu_1217,dep_bus,Student 1217,active
stu_1218,dep_hum,Student 1218,active
stu_1219,dep_cs,Student 1219,active
stu_1220,dep_cs,Student 1220,active
stu_1221,dep_bio,Student 1221,active
stu_1222,dep_bus,Student 1222,active
stu_1223,dep_bio,Student 1223,active
stu_1224,dep_bus,Student 1224,active
stu_1225,dep_bus,Student 1225,active
stu_1226,dep_eng,Student 1226,active
stu_1227,dep_eng,Student 1227,active
stu_1228,dep_cs,Student 1228,active
stu_1229,dep_eng,Student 1229,active
stu_1230,dep_hum,Student 1230,active
stu_1231,dep_eng,Student 1231,active
stu_1232,dep_cs,Student 1232,active
stu_1233,dep_hum,Student 1233,active
stu_1234,dep_eng,Student 1234,active
stu_1235,dep_hum,Student 1235,active
stu_1236,dep_bio,Student 1236,active
stu_1237,dep_eng,Student 1237,active
stu_1238,dep_eng,Student 1238,active
stu_1239,dep_cs,Student 1239,active
stu_1240,dep_bio,Student 1240,active
stu_1241,dep_eng,Student 1241,active
stu_1242,dep_bus,Student 1242,active
stu_1243,dep_bio,Student 1243,active
stu_1244,dep_bus,Student 1244,active
stu_1245,dep_eng,Student 1245,active
stu_1246,dep_bus,Student 1246,active
stu_1247,dep_hum,Student 1247,active
stu_1248,dep_cs,Student 1248,active
stu_1249,dep_bio,Student 1249,active
stu_1250,dep_bus,Student 1250,active
stu_1251,dep_hum,Student 1251,active
stu_1252,dep_hum,Student 1252,active
stu_1253,dep_cs,Student 1253,active
stu_1254,dep_bio,Student 1254,active
stu_1255,dep_hum,Student 1255,active
stu_1256,dep_bio,Student 1256,active
stu_1257,dep_bus,Student 1257,active
stu_1258,dep_bus,Student 1258,active
stu_1259,dep_cs,Student 1259,active
stu_1260,dep_bio,Student 1260,active
stu_1261,dep_hum,Student 1261,active
stu_1262,dep_hum,Student 1262,active
stu_1263,dep_bio,Student 1263,active
stu_1264,dep_eng,Student 1264,active
stu_1265,dep_cs,Student 1265,active
stu_1266,dep_cs,Student 1266,active
stu_1267,dep_bio,Student 1267,active
stu_1268,dep_cs,Student 1268,active
stu_1269,dep_bio,Student 1269,active
stu_1270,dep_hum,Student 1270,active
stu_1271,dep_cs,Student 1271,active
stu_1272,dep_hum,Student 1272,active
stu_1273,dep_bus,Student 1273,active
stu_1274,dep_bio,Student 1274,active
stu_1275,dep_bio,Student 1275,active
stu_1276,dep_cs,Student 1276,active
stu_1277,dep_bio,Student 1277,active
stu_1278,dep_bus,Student 1278,active
stu_1279,dep_cs,Student 1279,active
stu_1280,dep_cs,Student 1280,active
stu_1281,dep_hum,Student 1281,active
stu_1282,dep_bio,Student 1282,active
stu_1283,dep_bus,Student 1283,active
stu_1284,dep_bio,Student 1284,active
stu_1285,dep_eng,Student 1285,active
stu_1286,dep_bus,Student 1286,active
stu_1287,dep_eng,Student 1287,active
stu_1288,dep_hum,Student 1288,active
stu_1289,dep_bus,Student 1289,active
stu_1290,dep_hum,Student 1290,active
stu_1291,dep_hum,Student 1291,active
stu_1292,dep_eng,Student 1292,active
stu_1293,dep_bio,Student 1293,active
stu_1294,dep_eng,Student 1294,active
stu_1295,dep_eng,Student 1295,active
stu_1296,dep_bio,Student 1296,active
stu_1297,dep_hum,Student 1297,active
stu_1298,dep_bus,Student 1298,active
stu_1299,dep_bio,Student 1299,active
stu_1300,dep_bus,Student 1300,active
stu_1301,dep_eng,Student 1301,active
stu_1302,dep_bus,Student 1302,active
stu_1303,dep_eng,Student 1303,active
stu_1304,dep_bus,Student 1304,active
stu_1305,dep_cs,Student 1305,active
stu_1306,dep_cs,Student 1306,active
stu_1307,dep_cs,Student 1307,active
stu_1308,dep_hum,Student 1308,active
stu_1309,dep_hum,Student 1309,active
stu_1310,dep_hum,Student 1310,active
stu_1311,dep_bio,Student 1311,active
stu_1312,dep_bus,Student 1312,active
stu_1313,dep_bus,Student 1313,active
stu_1314,dep_eng,Student 1314,active
stu_1315,dep_cs,Student 1315,active
stu_1316,dep_hum,Student 1316,active
stu_1317,dep_bus,Student 1317,active
stu_1318,dep_bus,Student 1318,active
stu_1319,dep_eng,Student 1319,active
stu_1320,dep_hum,Student 1320,active
stu_1321,dep_hum,Student 1321,active
stu_1322,dep_cs,Student 1322,active
stu_1323,dep_hum,Student 1323,active
stu_1324,dep_bio,Student 1324,active
stu_1325,dep_hum,Student 1325,active
stu_1326,dep_cs,Student 1326,active
stu_1327,dep_bio,Student 1327,active
stu_1328,dep_hum,Student 1328,active
stu_1329,dep_eng,Student 1329,active
stu_1330,dep_bio,Student 1330,active
stu_1331,dep_eng,Student 1331,active
stu_1332,dep_bus,Student 1332,active
stu_1333,dep_hum,Student 1333,active
stu_1334,dep_cs,Student 1334,active
stu_1335,dep_cs,Student 1335,active
stu_1336,dep_cs,Student 1336,active
stu_1337,dep_hum,Student 1337,active
stu_1338,dep_bio,Student 1338,active
stu_1339,dep_cs,Student 1339,active
stu_1340,dep_eng,Student 1340,active
stu_1341,dep_eng,Student 1341,active
stu_1342,dep_bio,Student 1342,active
stu_1343,dep_bio,Student 1343,active
stu_1344,dep_bio,Student 1344,active
stu_1345,dep_hum,Student 1345,active
stu_1346,dep_eng,Student 1346,active
stu_1347,dep_bio,Student 1347,active
stu_1348,dep_bio,Student 1348,active
stu_1349,dep_bus,Student 1349,active
stu_1350,dep_bio,Student 1350,active
stu_1351,dep_eng,Student 1351,active
stu_1352,dep_bus,Student 1352,active
stu_1353,dep_hum,Student 1353,active
stu_1354,dep_eng,Student 1354,active
stu_1355,dep_cs,Student 1355,active
stu_1356,dep_bio,Student 1356,active
stu_1357,dep_hum,Student 1357,active
stu_1358,dep_eng,Student 1358,active
stu_1359,dep_bio,Student 1359,active
stu_1360,dep_eng,Student 1360,active
stu_1361,dep_cs,Student 1361,active
stu_1362,dep_cs,Student 1362,active
stu_1363,dep_hum,Student 1363,active
stu_1364,dep_eng,Student 1364,active
stu_1365,dep_bus,Student 1365,active
stu_1366,dep_cs,Student 1366,active
stu_1367,dep_bus,Student 1367,active
stu_1368,dep_hum,Student 1368,active
stu_1369,dep_bus,Student 1369,active
stu_1370,dep_bio,Student 1370,active
stu_1371,dep_cs,Student 1371,active
stu_1372,dep_hum,Student 1372,active
stu_1373,dep_hum,Student 1373,active
stu_1374,dep_cs,Student 1374,active
stu_1375,dep_hum,Student 1375,active
stu_1376,dep_bus,Student 1376,active
stu_1377,dep_hum,Student 1377,active
stu_1378,dep_hum,Student 1378,active
stu_1379,dep_eng,Student 1379,active
stu_1380,dep_bus,Student 1380,active
stu_1381,dep_hum,Student 1381,active
stu_1382,dep_bio,Student 1382,active
stu_1383,dep_cs,Student 1383,active
stu_1384,dep_eng,Student 1384,active
stu_1385,dep_bus,Student 1385,active
stu_1386,dep_bus,Student 1386,active
stu_1387,dep_hum,Student 1387,active
stu_1388,dep_bus,Student 1388,active
stu_1389,dep_hum,Student 1389,active
stu_1390,dep_bus,Student 1390,active
stu_1391,dep_bio,Student 1391,active
stu_1392,dep_bus,Student 1392,active
stu_1393,dep_hum,Student 1393,active
stu_1394,dep_cs,Student 1394,active
stu_1395,dep_hum,Student 1395,active
stu_1396,dep_hum,Student 1396,active
stu_1397,dep_bus,Student 1397,active
stu_1398,dep_hum,Student 1398,active
stu_1399,dep_bus,Student 1399,active
stu_1400,dep_cs,Student 1400,active
